Date,Text,Normalized_Text_NLTK,Normalized_Text_Slang
11/2023,"AKU JUGA BELI INI KMRIN badan langsung lemes , kek pusing mimisan tapi bukan karena kopi fore nya karena doi hilang seharian",aku juga beli ini kmrin badan langsung lemes  kek pusing mimisan tapi bukan karena kopi fore nya karena doi hilang seharian,aku juga beli ini kmrin badan langsung lemes seperti pusing mimisan tapi bukan karena kopi fore nya karena doi hilang seharian
11/2023,Kemarinn ku jugaa minum tomoro yg varian oat latte. Iseng berujung nambah 1 cup lg,kemarinn ku jugaa minum tomoro yg varian oat latte iseng berujung nambah  cup lg,kemarinn ku jugaa minum tomoro yang varian oat latte iseng berujung nambah cup lagi
11/2023,Sejauh ini FORE 1-1nya kopi yang gak cocok di aku,sejauh ini fore nya kopi yang gak cocok di aku,sejauh ini fore nya kopi yang gak cocok di aku
11/2023,Kenapa ngga ada fore di tempatku,kenapa ngga ada fore di tempatku,kenapa tidak ada fore di tempatku
11/2023,aaa dr kmren mau ke tomoro tp blm jadi2 trs (sad),aaa dr kmren mau ke tomoro tp blm jadi trs sad,aaa dr kmren mau ke tomoro tapi belum jadi terus sad
11/2023,"Satu2 nya kopi yg bikin deg2an sejauh ini cuma nako :') kalo fore mah aman aman aja, maghrib ngopi fore ttp aja jam 10an jg dah pelor",satu nya kopi yg bikin degan sejauh ini cuma nako  kalo fore mah aman aman aja maghrib ngopi fore ttp aja jam an jg dah pelor,satu nya kopi yang bikin degan sejauh ini cuma nako kalau fore mah aman aman saja maghrib ngopi fore ttp saja jam an juga deh pelor
11/2023,fore emg lumayan strong sih kl km jarang ngopi mungkin bakal begitu reaksinya,fore emg lumayan strong sih kl km jarang ngopi mungkin bakal begitu reaksinya,fore memang lumayan strong sih kalau kamu jarang ngopi mungkin bakal begitu reaksinya
11/2023,"emng kopi fore lumayan strong, tp varian ini favoooo bgttt enakk",emng kopi fore lumayan strong tp varian ini favoooo bgttt enakk,memang kopi fore lumayan strong tapi varian ini favoooo bgttt enakk
11/2023,kopi fore emang strong bgt,kopi fore emang strong bgt,kopi fore emang strong banget
11/2023,"Emang strong sih, tp gue sering beli Fore buat nemenin lembur",emang strong sih tp gue sering beli fore buat nemenin lembur,emang strong sih tapi aku sering beli fore buat nemenin lembur
11/2023,Kenapa matcha chizu fore udh gaada yah,kenapa matcha chizu fore udh gaada yah,kenapa matcha chizu fore sudah tidak ada uang yah
11/2023,fore sama tomo strongan mana ya ? aku ttp bisa tidur sih tomo,fore sama tomo strongan mana ya  aku ttp bisa tidur sih tomo,fore sama tomo strongan mana iya aku ttp bisa tidur sih tomo
11/2023,"SAMA WKWK pas pertama kali beli fore yg large, tremornya ada banget skrng udah lumayan terbiasa sih, kopi fore enaknya bikin ketagihan",sama wkwk pas pertama kali beli fore yg large tremornya ada banget skrng udah lumayan terbiasa sih kopi fore enaknya bikin ketagihan,sama wkwk pas pertama kali beli fore yang large tremornya ada banget skrng sudah lumayan terbiasa sih kopi fore enaknya bikin ketagihan
11/2023,ada baiknya minum fore setelah makan nasi sebukit kak,ada baiknya minum fore setelah makan nasi sebukit kak,ada baiknya minum fore setelah makan nasi sebukit kak
11/2023,fore ada disini pls,fore ada disini pls,fore ada disini pls
11/2023,demi... fore yg menu itu emg enakk bggtt bbbjjiiirr llaagh,demi fore yg menu itu emg enakk bggtt bbbjjiiirr llaagh,demi fore yang menu itu memang enakk bggtt bbbjjiiirr llaagh
11/2023,"fore bisa decaf gasi? soalnya aku kadang kalo beli merasa ga strong2 banget besoknya beli lagi berubah rasanya jadi strong bgt, bingung wkwkwk",fore bisa decaf gasi soalnya aku kadang kalo beli merasa ga strong banget besoknya beli lagi berubah rasanya jadi strong bgt bingung wkwkwk,fore bisa decaf gasi soalnya aku kadang kalau beli merasa tidak strong banget besoknya beli lagi berubah rasanya jadi strong banget bingung wkwkwk
11/2023,sama bgtt. gue tiap abis beli butterscotch fore lsg janji gamau beli lg krn gabisa tidur. tp ujung2nya ya ttp repeat order krn enaak dan sukaa,sama bgtt gue tiap abis beli butterscotch fore lsg janji gamau beli lg krn gabisa tidur tp ujungnya ya ttp repeat order krn enaak dan sukaa,sama bgtt aku tiap habis beli butterscotch fore lsg janji gamau beli lagi karena gabisa tidur tapi ujungnya iya ttp repeat order karena enaak dan sukaa
11/2023,"Gw kemaren beli fore malah gak ngefek apa apa, tetep ngantuk",gw kemaren beli fore malah gak ngefek apa apa tetep ngantuk,saya kemarin beli fore bahkan gak ngefek apa apa tetep ngantuk
11/2023,Makan dulu sebelum minum kopi fore,makan dulu sebelum minum kopi fore,makan dulu sebelum minum kopi fore
11/2023,fore emang kopinya strong jd be careful xixi,fore emang kopinya strong jd be careful xixi,fore emang kopinya strong jadi be careful xixi
11/2023,"ini kek aku pas minum kopi kenangan, lngsung perut mual gaenak, trs perih kek sakit, emng punya asam lambung dan maggh sih. abis itu gapernah beli lgi yg aman di lambung aku cuma Sbux sama Pointcoffe amaan dah",ini kek aku pas minum kopi kenangan lngsung perut mual gaenak trs perih kek sakit emng punya asam lambung dan maggh sih abis itu gapernah beli lgi yg aman di lambung aku cuma sbux sama pointcoffe amaan dah,ini seperti aku pas minum kopi kenangan lngsung perut mual gaenak terus perih seperti sakit memang punya asam lambung dan maggh sih habis itu gapernah beli lagi yang aman di lambung aku cuma starbucks sama pointcoffe amaan deh
11/2023,Di Kayutangan jg ada Tomoro yg lg dibangun. Kalo aku sih di coffeeshop apa aja mesennya kalo ga americano ya caffe latte.,di kayutangan jg ada tomoro yg lg dibangun kalo aku sih di coffeeshop apa aja mesennya kalo ga americano ya caffe latte,di kayutangan juga ada tomoro yang lagi dibangun kalau aku sih di coffeeshop apa saja mesennya kalau tidak americano iya caffe latte
11/2023,"Jgn fore kalo ga kebiasa minum kopi strong nder, soalnya emg dia mayan bkin ga bisa tidur",jgn fore kalo ga kebiasa minum kopi strong nder soalnya emg dia mayan bkin ga bisa tidur,jangan fore kalau tidak kebiasa minum kopi strong nder soalnya memang dia mayan bkin tidak bisa tidur
11/2023,"Haaa samaaa, minum fore wkt itu bulan puasa jd ngopi diatas jam 9 malem. Gabisa tidur sampe jam 2 malem. Nyesheellll ah",haaa samaaa minum fore wkt itu bulan puasa jd ngopi diatas jam  malem gabisa tidur sampe jam  malem nyesheellll ah,haaa samaaa minum fore waktu itu bulan puasa jadi ngopi diatas jam malam gabisa tidur sampai jam malam nyesheellll ah
11/2023,"aku fore masi aman, tapi kalo udah kena kopken udahla....",aku fore masi aman tapi kalo udah kena kopken udahla,aku fore masi aman tapi kalau sudah kena kopi kenangan udahla
11/2023,mau fore @carrameelo,mau fore ,mau fore
11/2023,plis gw minum kopi fore juga malemnya gabisa tidur jir,plis gw minum kopi fore juga malemnya gabisa tidur jir,plis saya minum kopi fore juga malemnya gabisa tidur anjing
11/2023,"ih samaa, aku juga suka tremor kalo abis minum fore, padahal kalo minum kopi brand lain nggaaaa",ih samaa aku juga suka tremor kalo abis minum fore padahal kalo minum kopi brand lain nggaaaa,ih samaa aku juga suka tremor kalau habis minum fore padahal kalau minum kopi brand lain nggaaaa
11/2023,"fore emg coffee paling strong yg pernah aku coba, selalu gemeteran setelah minum itu",fore emg coffee paling strong yg pernah aku coba selalu gemeteran setelah minum itu,fore memang coffee paling strong yang pernah aku coba selalu gemeteran setelah minum itu
11/2023,oh pantesan... Kemaren beli fore langsung gabisa tdr padahal biasanya manual brew tdr tdr aja. Apa karna emg ga ngantuk jg yaaa,oh pantesan kemaren beli fore langsung gabisa tdr padahal biasanya manual brew tdr tdr aja apa karna emg ga ngantuk jg yaaa,oh pantesan kemarin beli fore langsung gabisa tdr padahal biasanya manual brew tdr tdr saja apa karena memang tidak ngantuk juga yaaa
11/2023,"aku udah ga berani coba2 walau kopi enak bgt tp mending saranku kalo fore menu yg hibiscus peach Yakult enak bgt nder, cobain deh asli, aku ga suka minum manis tp kalo itu ga nolak krn ga terlalu manis dan nyegerin parah",aku udah ga berani coba walau kopi enak bgt tp mending saranku kalo fore menu yg hibiscus peach yakult enak bgt nder cobain deh asli aku ga suka minum manis tp kalo itu ga nolak krn ga terlalu manis dan nyegerin parah,aku sudah tidak berani coba walau kopi enak banget tapi lebih baik saranku kalau fore menu yang hibiscus peach yakult enak banget nder cobain deh asli aku tidak suka minum manis tapi kalau itu tidak nolak karena tidak terlalu manis dan nyegerin parah
11/2023,huaa maaf tapi tomoro rasanya ga cocok di lidahku huhu kaya ada yg kurang aja gitu rasanya,huaa maaf tapi tomoro rasanya ga cocok di lidahku huhu kaya ada yg kurang aja gitu rasanya,huaa maaf tapi tomoro rasanya tidak cocok di lidahku huhu kaya ada yang kurang saja gitu rasanya
11/2023,"aku pertama kali beli fore varian ini, malemnya ga bisa tidur",aku pertama kali beli fore varian ini malemnya ga bisa tidur,aku pertama kali beli fore varian ini malemnya tidak bisa tidur
11/2023,Lah kopi fore mnrtku ringan malah drpd janjiwak k fore sll pesen itu jg kok nder,lah kopi fore mnrtku ringan malah drpd janjiwak k fore sll pesen itu jg kok nder,lah kopi fore mnrtku ringan bahkan daripada janjiwak ke fore selalu pesen itu juga kok nder
11/2023,"Mau nanya dong, aku klo kopi2 kaya sbux, kopken, fore gini tiap abis minum pasti deg2an sama napas pendek2. Tp klo minum kapal api nyeduh sendiri biasa aja. Apa kapal api tu kafeinnya rendah ya?",mau nanya dong aku klo kopi kaya sbux kopken fore gini tiap abis minum pasti degan sama napas pendek tp klo minum kapal api nyeduh sendiri biasa aja apa kapal api tu kafeinnya rendah ya,mau bertanya dong aku kalau kopi kaya starbucks kopi kenangan fore gini tiap habis minum pasti degan sama napas pendek tapi kalau minum kapal api nyeduh sendiri biasa saja apa kapal api tu kafeinnya rendah iya
11/2023,Banyak yg blg kl bean coffee nya fore tuh emg kenceng. Gw minum americano abis itu kok tidur bjir...,banyak yg blg kl bean coffee nya fore tuh emg kenceng gw minum americano abis itu kok tidur bjir,banyak yang bilang kalau bean coffee nya fore tuh memang kenceng saya minum americano habis itu kok tidur bjir
11/2023,"Gua saranin kalo kopi cuma buat iseng iseng atau bukan orang yang suka/sering ngopi jangan beli fore yang gede nanti kejadian kayak sendernya aowkaowk tapi kalo udah kebal gapapa sakit perut dikit ga ngaruh, emang fore strong banget kopinya, semangat nder",gua saranin kalo kopi cuma buat iseng iseng atau bukan orang yang sukasering ngopi jangan beli fore yang gede nanti kejadian kayak sendernya aowkaowk tapi kalo udah kebal gapapa sakit perut dikit ga ngaruh emang fore strong banget kopinya semangat nder,saya saranin kalau kopi cuma buat iseng iseng atau bukan orang yang sukasering ngopi jangan beli fore yang gede nanti kejadian kayak sendernya aowkaowk tapi kalau sudah kebal gapapa sakit perut dikit tidak berpengaruh emang fore strong banget kopinya semangat nder
11/2023,eh tapi fore enak bgt STRONG dan KENTEL dan YUMMY,eh tapi fore enak bgt strong dan kentel dan yummy,eh tapi fore enak banget strong dan kentel dan yummy
11/2023,nama brandnya lucu tomoro terus siluetnya koceng pengen beli tapi jauh. mana diriku ga bisa minum kopi auto kembung,nama brandnya lucu tomoro terus siluetnya koceng pengen beli tapi jauh mana diriku ga bisa minum kopi auto kembung,nama brandnya lucu tomoro terus siluetnya koceng pengen beli tapi jauh mana diriku tidak bisa minum kopi auto kembung
11/2023,Fore tuh emang agak strong nder kopinya,fore tuh emang agak strong nder kopinya,fore tuh emang agak strong nder kopinya
11/2023,"Oalah fore ternyata emang strong yah, pantesan di aku juga langsung ga enak lambungnya",oalah fore ternyata emang strong yah pantesan di aku juga langsung ga enak lambungnya,oalah fore ternyata emang strong yah pantesan di aku juga langsung tidak enak lambungnya
11/2023,"Iya nder, emang Aku fore ukuran large baru bisa abis 3 hari. Karena kalo langsung diabisin langsung gemeter badan",iya nder emang aku fore ukuran large baru bisa abis  hari karena kalo langsung diabisin langsung gemeter badan,iya nder emang aku fore ukuran large baru bisa habis hari karena kalau langsung diabisin langsung gemeter badan
11/2023,Aslamku langsung naik sih minum fore,aslamku langsung naik sih minum fore,aslamku langsung naik sih minum fore
11/2023,aku masih aman beli fore butterscotch sea salt di Jkt maupun Jog yg ga aman pas beli di Bali gatau beans nya beda apa sama tp ga bisa tidur wkwk pdhl beli di Jkt sama Jog aman2 aja wkwk,aku masih aman beli fore butterscotch sea salt di jkt maupun jog yg ga aman pas beli di bali gatau beans nya beda apa sama tp ga bisa tidur wkwk pdhl beli di jkt sama jog aman aja wkwk,aku masih aman beli fore butterscotch sea salt di jakarta maupun jog yang tidak aman pas beli di bali gatau beans nya beda apa sama tapi tidak bisa tidur wkwk pdhl beli di jakarta sama jog aman saja wkwk
11/2023,jantung gw ngedisko abis minum fore,jantung gw ngedisko abis minum fore,jantung saya ngedisko habis minum fore
11/2023,Iya bjirr w dlu nyesel bgt beli fore yg size gede Smpe malem beneran melek gabisa tidur,iya bjirr w dlu nyesel bgt beli fore yg size gede smpe malem beneran melek gabisa tidur,iya bjirr w dulu nyesel banget beli fore yang size gede smpe malam beneran melek gabisa tidur
11/2023,kopi fore emg strong gaksi kebanyakan menunya aku jg minum caramel machiatto aja gbs tdr wkwk,kopi fore emg strong gaksi kebanyakan menunya aku jg minum caramel machiatto aja gbs tdr wkwk,kopi fore memang strong gaksi kebanyakan menunya aku juga minum caramel machiatto saja tidak bisa tdr wkwk
11/2023,"fav bgt eemng butterscotch my fore, tp abis minum langsung mual lambung meronta ronta",fav bgt eemng butterscotch my fore tp abis minum langsung mual lambung meronta ronta,favorit banget eemng butterscotch my fore tapi habis minum langsung mual lambung meronta ronta
11/2023,"malah menurut gue, fore yg butterscotch ini gak strong bangetâ€¦ malah lebih strong kenangan mantannya kopken",malah menurut gue fore yg butterscotch ini gak strong banget malah lebih strong kenangan mantannya kopken,bahkan menurut aku fore yang butterscotch ini gak strong banget bahkan lebih strong kenangan mantannya kopi kenangan
11/2023,Kopi fore emang begitu :'),kopi fore emang begitu ,kopi fore emang begitu
11/2023,fore tuu emang kenceng bgt kopi yaaa ya allah,fore tuu emang kenceng bgt kopi yaaa ya allah,fore tuu emang kenceng banget kopi yaaa iya allah
11/2023,"sama nder, aku juga gak kuat sama kopinya fore, bikin deg degan, gak lagi beli varian yang kopinya",sama nder aku juga gak kuat sama kopinya fore bikin deg degan gak lagi beli varian yang kopinya,sama nder aku juga gak kuat sama kopinya fore bikin deg degan gak lagi beli varian yang kopinya
11/2023,gimana pendapat tukang jajan fore kita @bukandeng,gimana pendapat tukang jajan fore kita ,bagaimana pendapat tukang jajan fore kita
11/2023,Abis minum fore muntah2 maneman,abis minum fore muntah maneman,habis minum fore muntah maneman
11/2023,Fore emang lumayan strong nderr,fore emang lumayan strong nderr,fore emang lumayan strong nderr
11/2023,baca kopi ini tu gmn si? fore biasa atau for,baca kopi ini tu gmn si fore biasa atau for,baca kopi ini tu gmn si fore biasa atau for
11/2023,"Iyapp emg fore strongg kopinyaaa, kmrn sore beli fore, mlmnya br bisa tidur jam set 3 pagi",iyapp emg fore strongg kopinyaaa kmrn sore beli fore mlmnya br bisa tidur jam set  pagi,iyapp memang fore strongg kopinyaaa kemarin sore beli fore mlmnya baru bisa tidur jam set pagi
11/2023,"Kaannn kalo mau ngopi enak tapi yg kopinya kopi banget ya fore ini. Kyaknya kopinya full robusta tertentu deh, bukan house blend gitu",kaannn kalo mau ngopi enak tapi yg kopinya kopi banget ya fore ini kyaknya kopinya full robusta tertentu deh bukan house blend gitu,kaannn kalau mau ngopi enak tapi yang kopinya kopi banget iya fore ini kyaknya kopinya full robusta tertentu deh bukan house blend gitu
11/2023,Ah iya aku juga.. aku tiba2 jd panik attack&anxiety setelah minum fore.. kayaknya emg lebih baik beli yg kecil,ah iya aku juga aku tiba jd panik attackanxiety setelah minum fore kayaknya emg lebih baik beli yg kecil,ah iya aku juga aku tiba jadi panik attackanxiety setelah minum fore kayaknya memang lebih baik beli yang kecil
11/2023,selamat minum fore jam berapa juga ttp ngantuk malemnya,selamat minum fore jam berapa juga ttp ngantuk malemnya,selamat minum fore jam berapa juga ttp ngantuk malemnya
